
TestSubjectNr. 1,2-1-2-0,361,3-1-1-0,462,5-1-0-0,686,7-1-3-0,888,8-1-2-0,1031,9-1-3-0,1116,10-1-0-0,1201,12-1-1-1,1358,
TestSubjectNr. 2,
TestSubjectNr. 2,1-1-0-0,153,3-1-1-0,383,4-1-1-0,512,5-1-0-0,632,6-1-3-0,722,8-1-2-0,978,9-1-3-0,1063,11-1-2-0,1234,
TestSubjectNr. 3,2-1-2-0,335,3-1-1-0,428,5-1-0-0,654,6-1-3-0,747,7-1-3-0,862,8-1-2-0,1006,10-1-0-0,1176,12-1-1-1,1342,
TestSubjectNr. 3,2-1-2-0,221,
TestSubjectNr. 4,1-1-0-0,152,2-1-2-0,315,3-1-1-0,416,4-1-1-0,557,6-1-3-0,780,7-1-3-0,945,10-1-0-0,1283,11-1-2-0,1389,
TestSubjectNr. 5,1-1-0-0,153,2-1-2-0,406,4-1-1-0,785,6-1-3-0,1116,9-1-3-0,1634,10-1-0-0,1743,11-1-2-0,1852,12-1-1-1,1981,
TestSubjectNr. 6,1-1-0-0,124,3-1-1-0,348,5-1-0-0,571,7-1-3-0,803,8-1-2-0,963,9-1-3-0,1058,11-1-2-0,1248,12-1-1-1,1325,
TestSubjectNr. 7,2-1-2-0,273,4-1-1-0,495,5-1-0-0,621,6-1-3-0,718,7-1-3-0,832,8-1-2-0,980,10-1-0-0,1147,12-1-1-1,1317,
TestSubjectNr. 8,1-1-0-0,134,2-1-2-0,272,4-1-1-0,481,5-1-0-0,609,6-1-3-0,703,8-1-2-0,972,9-1-3-0,1058,12-1-1-1,1298,
TestSubjectNr. 9,
TestSubjectNr. 9,3-1-1-0,332,5-1-0-0,557,6-1-3-0,653,7-1-3-0,770,8-1-2-0,917,10-1-0-0,1081,11-1-2-0,1193,12-1-1-1,1280,
TestSubjectNr. 10,1-1-0-0,102,2-1-2-0,263,3-1-1-0,393,4-1-1-0,548,7-1-3-0,911,9-1-3-0,1179,10-1-0-0,1283,11-1-2-0,1399,
TestSubjectNr. 11,1-1-0-0,260,3-1-1-0,529,4-1-1-3,657,5-1-0-0,793,6-1-3-0,898,8-1-2-0,1184,9-1-3-0,1281,11-1-2-0,1480,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
TestSubjectNr. 11,
